"filename","band","tag","stage","first_set"
"logos/band_doug_kaetz.png","Doug Kaetz","other","Lagerplatz","2026-08-04 7:00 PM"
"logos/band_the_muckers.png","The Muckers","other","Liederplatz","2026-08-04 7:00 PM"
"logos/band_ellery_collins.png","Ellery Collins","other","Lyrikplatz","2026-08-04 7:00 PM"
"logos/band_dj_jamal.png","DJ Jamal","other","Festplatz","2026-08-04 7:30 PM"
"logos/band_easy_honey.png","Easy Honey","other","Stadtplatz","2026-08-04 7:30 PM"
"logos/band_abstract_music_empire_presents_manifest_hb_and_friends.png","Abstract Music Empire presents: Manifest! HB and friends","other","Plaza Tropical","2026-08-04 7:30 PM"
"logos/band_making_movies.png","Making Movies","other","Americaplatz","2026-08-04 7:30 PM"
"logos/band_sophie_rice.png","Sophie Rice","other","Lyrikplatz","2026-08-04 8:00 PM"
"logos/band_the_artisan_blue_band.png","The Artisan Blue Band","other","Jazz Cabaret","2026-08-04 8:00 PM"
"logos/band_attack_dog.png","Attack Dog","other","Main Street","2026-08-04 8:30 PM"
"logos/band_yesterday_s_gone.png","Yesterday's Gone","other","Zinzenplatz","2026-08-04 9:00 PM"
"logos/band_rogue_diplomats.png","Rogue Diplomats","other","Liederplatz","2026-08-04 9:00 PM"
"logos/band_romeo_delight_a_tribute_to_van_halen.png","Romeo Delight: A Tribute to Van Halen","other","Stadtplatz","2026-08-04 9:30 PM"
"logos/band_powder_valley_bang.png","Powder Valley Bang","other","Plaza Tropical","2026-08-04 9:30 PM"
"logos/band_dear_anna.png","Dear Anna","other","Community Stage","2026-08-04 11:00 PM"
"logos/band_the_flaming_ginger.png","The Flaming Ginger","other","Main Street","2026-08-05 12:00 PM"
"logos/band_liberty_jams.png","Liberty Jams","Dead/jam","Plaza Tropical","2026-08-05 12:00 PM"
"logos/band_hayley_jackson.png","Hayley Jackson","other","Main Street","2026-08-05 12:00 PM"
"logos/band_cate_great.png","Cate Great","other","Main Street","2026-08-05 12:00 PM"
"logos/band_rue_vega.png","Rue Vega","other","Lagerplatz","2026-08-05 12:00 PM"
"logos/band_robbie_lawrence_and_the_steelworkers_polka_band.png","Robbie Lawrence & the Steelworkers Polka Band","other","Festplatz","2026-08-05 12:00 PM"
"logos/band_julia_miralles_band.png","Julia Miralles Band","other","Lagerplatz","2026-08-05 1:00 PM"
"logos/band_tim_harakal.png","Tim Harakal","other","Main Street","2026-08-05 1:30 PM"
"logos/band_big_bone_daddy.png","Big Bone Daddy","other","Lagerplatz","2026-08-05 3:00 PM"
"logos/band_the_castaway_band.png","The Castaway Band","other","Festplatz","2026-08-05 3:30 PM"
"logos/band_reggaelar_people.png","Reggaelar People","other","Plaza Tropical","2026-08-05 4:00 PM"
"logos/band_caryn_dixon.png","Caryn Dixon","other","Main Street","2026-08-05 4:30 PM"
"logos/band_andrew_tirado_trio.png","Andrew Tirado Trio","other","Liederplatz","2026-08-05 5:00 PM"
"logos/band_zining_fan.png","Zining Fan","other","Vesper Series","2026-08-05 5:00 PM"
"logos/band_sarah_harrington.png","Sarah Harrington","other","Lyrikplatz","2026-08-05 5:00 PM"
"logos/band_cpr_and_sarah_ayers.png","CPR & Sarah Ayers","other","Zinzenplatz","2026-08-05 5:00 PM"
"logos/band_the_frost_duo.png","The Frost Duo","other","Jazz Cabaret","2026-08-05 5:30 PM"
"logos/band_the_musikschoepp_duo.png","The MusikSchoepp Duo","other","Vesper Series","2026-08-05 5:30 PM"
"logos/band_dmc_duo.png","DMC DUO","other","Hotel Bethlehem","2026-08-05 5:30 PM"
"logos/band_clover_stieve.png","Clover Stieve","other","Americaplatz","2026-08-05 6:00 PM"
"logos/band_the_hot_mamas.png","The Hot Mamas","other","Stadtplatz","2026-08-05 6:00 PM"
"logos/band_korina_zambrano.png","Korina Zambrano","other","Lyrikplatz","2026-08-05 6:00 PM"
"logos/band_maria_woodford_and_the_wheel.png","Maria Woodford & the Wheel","other","Lagerplatz","2026-08-05 6:00 PM"
"logos/band_the_wonton_soups.png","The Wonton Soups","other","Festplatz","2026-08-05 6:00 PM"
"logos/band_t_i_with_special_guest_dababy.png","T.I. with special guest DaBaby","other","Steel Stage","2026-08-05 6:00 PM"
"logos/band_coby_siegel.png","Coby Siegel","other","Main Street","2026-08-05 6:30 PM"
"logos/band_the_big_wahu_caribbean_band.png","The Big Wahu Caribbean Band","other","Plaza Tropical","2026-08-05 6:30 PM"
"logos/band_the_aw_shucks_corn_eating_competition.png","The Aw Shucks Corn Eating Competition","other","Stadtplatz","2026-08-05 7:00 PM"
"logos/band_stacy_gabel_a_touch_of_class.png","Stacy Gabel: A Touch of Class","other","Liederplatz","2026-08-05 7:00 PM"
"logos/band_tabitha_meeks.png","Tabitha Meeks","other","Zinzenplatz","2026-08-05 7:00 PM"
"logos/band_derek_warfield_and_the_young_wolfe_tones.png","Derek Warfield & The Young Wolfe Tones","other","Stadtplatz","2026-08-05 7:30 PM"
"logos/band_lilly_hiatt.png","Lilly Hiatt","other","Americaplatz","2026-08-05 7:30 PM"
"logos/band_burt_bacharach_goes_latin_with_clave_legacy_quintet.png","Burt Bacharach Goes Latin with Clave Legacy Quintet","other","Jazz Cabaret","2026-08-05 8:00 PM"
"logos/band_the_crybabies.png","The Crybabies","other","Lyrikplatz","2026-08-05 8:00 PM"
"logos/band_garden_state_radio.png","Garden State Radio","other","Festplatz","2026-08-05 8:30 PM"
"logos/band_twisted_times.png","Twisted Times","other","Main Street","2026-08-05 8:30 PM"
"logos/band_jimmy_and_the_parrots.png","Jimmy and the Parrots","other","Plaza Tropical","2026-08-05 8:30 PM"
"logos/band_lou_franco_project.png","Lou Franco Project","other","Liederplatz","2026-08-05 9:00 PM"
"logos/band_rift_philadelphia_phish_tribute.png","Rift (Philadelphia Phish Tribute)","Dead/jam","Zinzenplatz","2026-08-05 9:00 PM"
"logos/band_andy_thomas.png","Andy Thomas","other","Americaplatz","2026-08-05 9:30 PM"
"logos/band_experience_janis_a_tribute_to_janis_joplin.png","Experience Janis: A Tribute to Janis Joplin","other","Stadtplatz","2026-08-05 9:30 PM"
"logos/band_afrobeat_productions.png","Afrobeat Productions","other","Community Stage","2026-08-05 11:00 PM"
"logos/band_chaeli_and_carrson.png","Chaeli and Carrson","other","Main Street","2026-08-06 12:00 PM"
"logos/band_lehigh_valley_girls_rock.png","Lehigh Valley Girls Rock","other","Plaza Tropical","2026-08-06 12:00 PM"
"logos/band_polkadelphia.png","Polkadelphia","other","Festplatz","2026-08-06 12:00 PM"
"logos/band_lv_community_music_school.png","LV Community Music School","other","Plaza Tropical","2026-08-06 1:30 PM"
"logos/band_jeiris_cook.png","Jeiris Cook","other","Main Street","2026-08-06 1:30 PM"
"logos/band_lyza_bea.png","Lyza Bea","other","Lagerplatz","2026-08-06 2:00 PM"
"logos/band_bria_elena.png","Bria Elena","other","Lagerplatz","2026-08-06 3:00 PM"
"logos/band_seth_witcher.png","Seth Witcher","other","Main Street","2026-08-06 3:00 PM"
"logos/band_whiskey_therapy_band.png","Whiskey Therapy Band","other","Festplatz","2026-08-06 3:30 PM"
"logos/band_lehigh_valley_charter_high_school_for_the_arts_latin_music_ensemble.png","Lehigh Valley Charter High School for the Arts Latin Music Ensemble","other","Plaza Tropical","2026-08-06 3:30 PM"
"logos/band_jamie_chesson.png","Jamie Chesson","other","Community Stage","2026-08-06 4:30 PM"
"logos/band_the_coloursound.png","The ColourSound","other","Liederplatz","2026-08-06 5:00 PM"
"logos/band_soloists_from_the_bel_canto_youth_chorus_of_the_bach_choir_of_bethlehem.png","Soloists from the Bel Canto Youth Chorus of the Bach Choir of Bethlehem","other","Vesper Series","2026-08-06 5:00 PM"
"logos/band_miss_maggie_sings.png","Miss Maggie Sings!","other","Familienplatz","2026-08-06 5:00 PM"
"logos/band_ella_bruch.png","Ella Bruch","other","Lyrikplatz","2026-08-06 5:00 PM"
"logos/band_c_est_la_vie.png","C'est la Vie","other","Jazz Cabaret","2026-08-06 5:30 PM"
"logos/band_summer_harmony_men_s_chorus.png","Summer Harmony Men's Chorus","other","Vesper Series","2026-08-06 5:30 PM"
"logos/band_dolcetto_the_glenn_hofmann_trio.png","Dolcetto-The Glenn Hofmann Trio","other","Hotel Bethlehem","2026-08-06 5:30 PM"
"logos/band_koser.png","KOSER","other","Stadtplatz","2026-08-06 6:00 PM"
"logos/band_toolshed_jack.png","Toolshed Jack","other","Festplatz","2026-08-06 6:00 PM"
"logos/band_velvet_salgado.png","Velvet Salgado","other","Lyrikplatz","2026-08-06 6:00 PM"
"logos/band_slingshot_dakota.png","Slingshot Dakota","other","Americaplatz","2026-08-06 6:00 PM"
"logos/band_bailey_zimmerman.png","Bailey Zimmerman","other","Steel Stage","2026-08-06 6:00 PM"
"logos/band_miss_olivia.png","Miss Olivia","other","Main Street","2026-08-06 6:30 PM"
"logos/band_juke_and_ben.png","Juke & Ben","other","Lyrikplatz","2026-08-06 7:00 PM"
"logos/band_burn.png","BURN","other","Lagerplatz","2026-08-06 7:00 PM"
"logos/band_rock_steady.png","Rock Steady","other","Liederplatz","2026-08-06 7:00 PM"
"logos/band_the_pennsylvania_state_steinholding_championship_qualifiers.png","The Pennsylvania State Steinholding Championship Qualifiers","other","Stadtplatz","2026-08-06 7:00 PM"
"logos/band_deb_callahan_band.png","Deb Callahan Band","other","Zinzenplatz","2026-08-06 7:00 PM"
"logos/band_tioga.png","TIOGA","other","Plaza Tropical","2026-08-06 7:30 PM"
"logos/band_pretty_jane.png","Pretty Jane","other","Stadtplatz","2026-08-06 7:30 PM"
"logos/band_craig_thatcher_jazz_experience_featuring_chico_huff_cliff_starkey_billy_wear_and_nelson_hill.png","Craig Thatcher Jazz Experience featuring Chico Huff, Cliff Starkey, Billy Wear & Nelson Hill","other","Jazz Cabaret","2026-08-06 8:00 PM"
"logos/band_george_hrab.png","George Hrab","other","Lyrikplatz","2026-08-06 8:00 PM"
"logos/band_dancing_dream_abba_tribute_band.png","Dancing Dream ABBA Tribute Band","other","Festplatz","2026-08-06 8:30 PM"
"logos/band_crusasis.png","Crusasis","other","Main Street","2026-08-06 8:30 PM"
"logos/band_life_after_dead_grateful_dead_tribute.png","Life After Dead: Grateful Dead Tribute","Dead/jam","Zinzenplatz","2026-08-06 9:00 PM"
"logos/band_igor_and_the_red_elvises.png","Igor and the Red Elvises","other","Stadtplatz","2026-08-06 9:30 PM"
"logos/band_the_warped_band_ultimate_tribute_to_warped_tour.png","The Warped Band - Ultimate Tribute to Warped Tour","other","Americaplatz","2026-08-06 9:30 PM"
"logos/band_margot_sinclair.png","Margot Sinclair","other","Plaza Tropical","2026-08-06 9:30 PM"
"logos/band_johnny_zarfati.png","Johnny Zarfati","other","Community Stage","2026-08-06 11:00 PM"
"logos/band_tess_becket.png","Tess Becket","other","Main Street","2026-08-07 12:00 PM"
"logos/band_brass_with_class.png","Brass With Class","other","Festplatz","2026-08-07 12:00 PM"
"logos/band_school_of_rock_easton_the_bank_street_band.png","School of Rock Easton: The Bank Street Band","other","Plaza Tropical","2026-08-07 12:00 PM"
"logos/band_jasmine_roudebush.png","Jasmine Roudebush","other","Lagerplatz","2026-08-07 1:00 PM"
"logos/band_kenzie_lynn.png","Kenzie Lynn","other","Main Street","2026-08-07 1:30 PM"
"logos/band_pentley_holmes.png","Pentley Holmes","other","Main Street","2026-08-07 3:00 PM"
"logos/band_arden_webster.png","Arden Webster","other","Lagerplatz","2026-08-07 3:00 PM"
"logos/band_the_funk_rockers.png","The Funk Rockers","other","Festplatz","2026-08-07 3:30 PM"
"logos/band_roi_and_the_secret_people.png","Roi and the Secret People","other","Community Stage","2026-08-07 4:30 PM"
"logos/band_joe_miralles_trio.png","Joe Miralles Trio","other","Main Street","2026-08-07 4:30 PM"
"logos/band_chasing_daylight.png","Chasing Daylight","other","Liederplatz","2026-08-07 5:00 PM"
"logos/band_bekah_elaine_and_soundevr.png","Bekah Elaine & SoundEVR","other","Zinzenplatz","2026-08-07 5:00 PM"
"logos/band_slicked_up_nines.png","Slicked Up Nines","other","Hotel Bethlehem","2026-08-07 5:30 PM"
"logos/band_heather_maloney.png","Heather Maloney","other","Plaza Tropical","2026-08-07 5:30 PM"
"logos/band_mike_lorenz.png","Mike Lorenz","other","Jazz Cabaret","2026-08-07 5:30 PM"
"logos/band_telos_consort.png","Telos Consort","other","Vesper Series","2026-08-07 5:30 PM"
"logos/band_parker_mccollum.png","Parker McCollum","other","Steel Stage","2026-08-07 6:00 PM"
"logos/band_the_mighty_spectrum_band.png","The Mighty Spectrum Band","other","Festplatz","2026-08-07 6:00 PM"
"logos/band_palmyra.png","Palmyra","other","Americaplatz","2026-08-07 6:00 PM"
"logos/band_nera.png","Nera","other","Lyrikplatz","2026-08-07 6:00 PM"
"logos/band_cisco_pl_and_the_soul_benders.png","Cisco PL and The Soul Benders","other","Main Street","2026-08-07 6:30 PM"
"logos/band_koyal.png","Koyal","other","Zinzenplatz","2026-08-07 7:00 PM"
"logos/band_mrnoname.png","mrnoname","other","Community Stage","2026-08-07 7:00 PM"
"logos/band_fabry_orihuela.png","Fabry Orihuela","other","Plaza Tropical","2026-08-07 7:00 PM"
"logos/band_the_swingtime_dolls.png","The SwingTime Dolls","other","Liederplatz","2026-08-07 7:00 PM"
"logos/band_ryan_cabrera.png","Ryan Cabrera","other","Americaplatz","2026-08-07 7:30 PM"
"logos/band_the_truants.png","The Truants","other","Stadtplatz","2026-08-07 7:30 PM"
"logos/band_70_s_flashback.png","70's Flashback","other","Festplatz","2026-08-07 8:30 PM"
"logos/band_atlassian.png","Atlassian","other","Main Street","2026-08-07 8:30 PM"
"logos/band_improv_show_tim_for_short_musikfest_edition.png","Improv Show: Tim for Short – Musikfest Edition","other","Frank Banko Cinemas","2026-08-07 9:00 PM"
"logos/band_movement_moves_media_presents_sin_limite_with_bezmusiq_ft_hommy_fa.png","Movement Moves Media Presents: Sin Limite with BezMusiq ft. Hommy FA","other","Plaza Tropical","2026-08-07 9:00 PM"
"logos/band_brain_damage_a_tribute_to_pink_floyd.png","Brain Damage - A Tribute to Pink Floyd","other","Zinzenplatz","2026-08-07 9:00 PM"
"logos/band_the_brit_pack.png","The Brit Pack","other","Stadtplatz","2026-08-07 9:30 PM"
"logos/band_acoustic_kitty_party.png","Acoustic Kitty Party","other","Community Stage","2026-08-07 11:00 PM"
"logos/band_jackie_miller_and_les_reisz_jl_duo.png","Jackie Miller and Les Reisz (JL Duo)","other","Main Street","2026-08-08 12:00 PM"
"logos/band_a_true_l_o_v_e_story_and_inkwell.png","a true l.o.v.e story. & inkwell.","other","Plaza Tropical","2026-08-08 12:00 PM"
"logos/band_diamond_and_cash.png","Diamond & Cash","other","Community Stage","2026-08-08 12:00 PM"
"logos/band_judah_kim_unplugged.png","Judah Kim (unplugged)","other","Liederplatz","2026-08-08 12:00 PM"
"logos/band_couples_therapy.png","Couples Therapy","other","Zinzenplatz","2026-08-08 12:00 PM"
"logos/band_all_the_kings_men_a_jolly_joe_timmer_tribute.png","All The Kings Men: A Jolly Joe Timmer Tribute","other","Festplatz","2026-08-08 12:00 PM"
"logos/band_allie_lua_murray.png","Allie Lua Murray","other","Lagerplatz","2026-08-08 1:00 PM"
"logos/band_two_of_a_kind.png","Two of a Kind","other","Familienplatz","2026-08-08 1:30 PM"
"logos/band_the_spine_stealers.png","The Spine Stealers","other","Liederplatz","2026-08-08 2:00 PM"
"logos/band_ella_patterson.png","Ella Patterson","other","Lyrikplatz","2026-08-08 2:00 PM"
"logos/band_ted_donatelli.png","Ted Donatelli","other","Main Street","2026-08-08 3:00 PM"
"logos/band_pat_foran.png","Pat Foran","other","Lyrikplatz","2026-08-08 3:00 PM"
"logos/band_waterfront_blue.png","Waterfront Blue","other","Jazz Cabaret","2026-08-08 3:00 PM"
"logos/band_kat_rivers_and_the_second_sight.png","Kat Rivers & the Second Sight","other","Zinzenplatz","2026-08-08 3:00 PM"
"logos/band_the_class_of_84.png","The Class of '84","other","Festplatz","2026-08-08 3:30 PM"
"logos/band_dj_flex_it.png","DJ FLEX-IT","other","Plaza Tropical","2026-08-08 3:30 PM"
"logos/band_erin_kelly_band.png","Erin Kelly Band","other","Liederplatz","2026-08-08 4:00 PM"
"logos/band_dmac_and_trevor.png","DMac & Trevor","other","Lagerplatz","2026-08-08 4:00 PM"
"logos/band_wagon.png","Wagon","other","Main Street","2026-08-08 4:30 PM"
"logos/band_the_band_palm.png","The Band Palm","other","Community Stage","2026-08-08 4:30 PM"
"logos/band_jon_fadem.png","Jon Fadem","other","Lyrikplatz","2026-08-08 5:00 PM"
"logos/band_dominican_festival_presents_el_ritmo_de_quisqueya_featuring_aneudy_puello_y_su_grupo_de_bachata.png","Dominican Festival Presents: El Ritmo de Quisqueya featuring Aneudy Puello y su Grupo de Bachata","other","Plaza Tropical","2026-08-08 5:00 PM"
"logos/band_flirtin_with_the_mob.png","Flirtin With the Mob","other","Festplatz","2026-08-08 5:30 PM"
"logos/band_george_hraband.png","George HraBand","other","Liederplatz","2026-08-08 5:30 PM"
"logos/band_yellowcard_and_taking_back_sunday.png","Yellowcard and Taking Back Sunday","other","Steel Stage","2026-08-08 6:00 PM"
"logos/band_matt_dellecker.png","Matt Dellecker","other","Lagerplatz","2026-08-08 6:00 PM"
"logos/band_the_taxmen_beatles_tribute.png","The Taxmen: Beatles Tribute","other","Stadtplatz","2026-08-08 6:00 PM"
"logos/band_seven.png","Seven","other","Lyrikplatz","2026-08-08 6:00 PM"
"logos/band_just.png","Just","other","Main Street","2026-08-08 6:30 PM"
"logos/band_chloe_kimes.png","Chloe Kimes","other","Zinzenplatz","2026-08-08 6:30 PM"
"logos/band_spoken_word_presented_by_afrobeat_productions.png","Spoken Word Presented by Afrobeat Productions","other","Lyrikplatz","2026-08-08 7:00 PM"
"logos/band_clave_legacy.png","Clave Legacy","other","Plaza Tropical","2026-08-08 7:00 PM"
"logos/band_the_wankers.png","The Wankers","other","Stadtplatz","2026-08-08 7:30 PM"
"logos/band_the_brothers_union.png","The Brothers Union","other","Americaplatz","2026-08-08 7:30 PM"
"logos/band_joyous.png","JOYOUS","other","Festplatz","2026-08-08 8:00 PM"
"logos/band_chasing_stars.png","Chasing Stars","other","Main Street","2026-08-08 8:30 PM"
"logos/band_hunkajunk.png","hunkajunk","other","Zinzenplatz","2026-08-08 8:30 PM"
"logos/band_bc_blue.png","BC Blue","other","Liederplatz","2026-08-08 9:00 PM"
"logos/band_hector_rosado_and_orq_hache.png","Hector Rosado & ORQ HACHE","other","Plaza Tropical","2026-08-08 9:00 PM"
"logos/band_swipe_right_the_online_dating_game_show.png","Swipe Right: The Online Dating Game Show","other","Frank Banko Cinemas","2026-08-08 9:00 PM"
"logos/band_bastard_bearded_irishmen.png","Bastard Bearded Irishmen","other","Americaplatz","2026-08-08 9:30 PM"
"logos/band_strawberry_fields_the_ultimate_beatles_tribute_act.png","Strawberry Fields: The Ultimate Beatles Tribute Act","other","Stadtplatz","2026-08-08 9:30 PM"
"logos/band_the_warped_shore.png","The Warped Shore","other","Community Stage","2026-08-08 11:00 PM"
"logos/band_john_stevens_doubleshot.png","JOHN STEVENS' DOUBLESHOT","other","Festplatz","2026-08-09 12:00 PM"
"logos/band_whole_lotta_led.png","Whole Lotta Led","other","Community Stage","2026-08-09 12:00 PM"
"logos/band_twelve_string.png","Twelve String","other","Main Street","2026-08-09 12:00 PM"
"logos/band_as_you_were.png","As You Were","other","Zinzenplatz","2026-08-09 12:00 PM"
"logos/band_the_lesson_center.png","The Lesson Center","other","Plaza Tropical","2026-08-09 12:00 PM"
"logos/band_rachel_marie.png","Rachel Marie","other","Liederplatz","2026-08-09 12:00 PM"
"logos/band_lara_herscovitch.png","Lara Herscovitch","other","Liederplatz","2026-08-09 1:30 PM"
"logos/band_john_derosa.png","John DeRosa","other","Main Street","2026-08-09 1:30 PM"
"logos/band_polaroid_fade.png","Polaroid Fade","other","Zinzenplatz","2026-08-09 1:30 PM"
"logos/band_heather_aubrey_lloyd.png","Heather Aubrey Lloyd","other","Liederplatz","2026-08-09 3:00 PM"
"logos/band_bil_krauss.png","Bil Krauss","other","Main Street","2026-08-09 3:00 PM"
"logos/band_chrome_dreams.png","Chrome Dreams","other","Plaza Tropical","2026-08-09 3:30 PM"
"logos/band_hannah_noel_band.png","Hannah Noel Band","other","Zinzenplatz","2026-08-09 4:30 PM"
"logos/band_women_in_sports.png","Women In Sports","other","Main Street","2026-08-09 4:30 PM"
"logos/band_tourne.png","Tourne","other","Community Stage","2026-08-09 4:30 PM"
"logos/band_jack_murray_and_blue_tarp_wranglers.png","Jack Murray & Blue Tarp Wranglers","other","Liederplatz","2026-08-09 4:45 PM"
"logos/band_combo_melaza.png","COMBO MELAZA","other","Plaza Tropical","2026-08-09 5:00 PM"
"logos/band_diamond_swing_jazz.png","Diamond Swing Jazz","other","Jazz Cabaret","2026-08-09 5:30 PM"
"logos/band_the_audio_files.png","The Audio Files","other","Festplatz","2026-08-09 5:30 PM"
"logos/band_courtney_cassium_and_aidan_heil.png","Courtney Cassium & Aidan Heil","other","Hotel Bethlehem","2026-08-09 5:30 PM"
"logos/band_emily_brimlow.png","Emily Brimlow","other","Stadtplatz","2026-08-09 6:00 PM"
"logos/band_ajr.png","AJR","other","Steel Stage","2026-08-09 6:00 PM"
"logos/band_the_masons_band.png","The Masons Band","other","Americaplatz","2026-08-09 6:00 PM"
"logos/band_professor_louie_and_the_crowmatix.png","Professor Louie & the Crowmatix","other","Liederplatz","2026-08-09 6:30 PM"
"logos/band_jacob_daniels_band.png","Jacob Daniels Band","other","Main Street","2026-08-09 6:30 PM"
"logos/band_billy_mcgowan.png","Billy McGowan","other","Community Stage","2026-08-09 7:00 PM"
"logos/band_space_kamp.png","Space Kamp","other","Plaza Tropical","2026-08-09 7:00 PM"
"logos/band_hudost.png","HuDost","other","Americaplatz","2026-08-09 7:30 PM"
"logos/band_up_and_up_a_tribute_to_coldplay_by_chasing_daylight.png","Up and Up: A Tribute to Coldplay by Chasing Daylight","other","Stadtplatz","2026-08-09 7:30 PM"
"logos/band_the_joe_baione_vibraphone_experience.png","The Joe Baione Vibraphone Experience","other","Jazz Cabaret","2026-08-09 8:00 PM"
"logos/band_philadelphia_funk_authority.png","Philadelphia Funk Authority","other","Festplatz","2026-08-09 8:00 PM"
"logos/band_pancho_bongo_y_su_orquesta.png","Pancho Bongo y su Orquesta","other","Plaza Tropical","2026-08-09 9:00 PM"
"logos/band_anthem_a_tribute_to_rush.png","Anthem - A Tribute to Rush","other","Zinzenplatz","2026-08-09 9:00 PM"
"logos/band_craig_thatcher_band.png","Craig Thatcher Band","other","Americaplatz","2026-08-09 9:00 PM"
"logos/band_billy_bauer_s_dave_matthews_band_tribute.png","Billy Bauer's Dave Matthews Band Tribute","other","Stadtplatz","2026-08-09 9:30 PM"